x,y,z,density
3145586.75,-422322.96875,951867.25,1
1469173.875,13659.0380859375,-2902847.5,1
910124.5,78420.859375,920872.9375,1
2041276.625,176525.265625,-391724.84375,1
2755156.5,-189.7984161376953,-710568.5,1
458866.03125,805672.8125,971791.0,1
2528068.5,-226698.53125,237719.546875,1
1490501.625,1966304.875,1629802.375,1
2574797.25,-586.4273071289062,-2280374.75,1
1724064.5,-1389355.75,1901528.75,1
3393661.5,85389.78125,-284284.875,1
893033.0,161585.515625,-477013.75,1
3104065.25,217047.578125,-649147.9375,1
-515373.125,407391.78125,1487239.0,1
3067821.25,-711189.1875,-260285.140625,1
291626.5625,48385.46875,2602135.25,1
2489513.25,-633049.9375,475424.5,1
2333807.0,889654.3125,2399050.0,1
1579768.75,82290.9453125,-2224437.25,1
1752105.875,303659.96875,164623.109375,1
2802708.25,124985.859375,-982688.75,1
1292523.75,-73326.2890625,-2953620.5,1
2035348.375,-127497.9140625,1496460.75,1
1492346.5,-16818.806640625,-3121760.25,1
2807977.5,-1166404.625,-556223.875,1
-305614.1875,-848867.5625,-1749759.25,1
2759006.0,416638.875,1079581.0,1
337374.4375,-498253.75,1899892.625,1
161723.015625,137729.296875,908740.3125,1
2285816.0,101037.578125,-2257934.75,1
3510926.25,-106672.15625,36770.55859375,1
1653719.5,-107465.8359375,-2478454.5,1
-592257.625,-911198.1875,1014964.5625,1
1296040.25,317077.09375,1340596.5,1
2076347.375,455710.625,492352.9375,1
2058894.875,718435.1875,-623932.25,1
1838972.5,1146805.125,316798.75,1
1374785.25,-177999.625,1364513.0,1
1096596.625,1134048.625,1400656.125,1
1097275.25,749865.625,198219.015625,1
2733747.75,-66313.734375,941151.5,1
2161807.75,-199003.46875,-237833.9375,1
1769292.625,706138.9375,-1064423.625,1
663275.8125,26792.927734375,151640.71875,1
1187848.75,1346152.375,564779.125,1
2857153.5,893564.3125,-612300.5625,1
1886108.75,-1039964.25,1200467.625,1
1326697.0,-361813.3125,1469755.25,1
579328.5,-67589.125,1291075.625,1
3244325.5,-1987.0845947265625,-1289679.125,1
2399217.0,632737.8125,1892233.5,1
1843770.625,-222439.84375,2848210.5,1
1126366.0,-122647.859375,-1396899.625,1
768990.625,-451936.125,-1288932.0,1
2678648.25,125574.71875,562783.1875,1
1612497.5,16402.021484375,2010510.5,1
2773015.25,312725.78125,642467.8125,1
764198.25,48342.9375,-3433252.75,1
1398886.625,31520.271484375,1811720.75,1
1403948.375,335184.71875,2853893.0,1
2410370.25,430373.375,-1421074.125,1
3000188.0,-113497.3125,-20971.728515625,1
-123843.5,569202.125,1336527.25,1
1355228.875,-17451.515625,-2690176.5,1
2587400.0,-916595.0,-78795.390625,1
2916963.75,-5861.9208984375,-1939419.625,1
2289996.75,2209763.5,1078318.875,1
1047538.25,65881.6640625,12018.962890625,1
3133615.75,-245770.578125,-458519.09375,1
1997607.5,-1519.833251953125,-2769042.0,1
1117526.875,-225011.5,-2687671.0,1
2409092.5,-1355568.875,2024772.5,1
2322823.75,91723.6015625,-2123070.25,1
1960785.875,-47312.69140625,1056502.875,1
3264308.75,72473.609375,123821.3125,1
3404219.25,185094.421875,-576368.75,1
3501497.75,-73624.5703125,317338.90625,1
1537790.75,-120678.15625,-2073610.0,1
2022366.625,-248802.28125,2451237.0,1
2336202.75,-212860.578125,1249337.125,1
1691293.125,496035.15625,847583.5,1
-336102.40625,141272.609375,430897.46875,1
1858992.375,275949.1875,1971517.375,1
1144807.375,-285605.34375,153075.703125,1
-1857768.125,567826.0625,1050517.125,1
1244631.5,401775.4375,73805.640625,1
2586218.5,502714.21875,-477585.59375,1
2002165.75,-81344.484375,2859023.5,1
1994142.75,-279966.25,2346287.75,1
281609.34375,-50853.8984375,1332844.5,1
2161756.0,-1282399.875,132386.0625,1
2801640.25,553245.0625,-483087.5625,1
1340640.375,-99634.1640625,-1333134.125,1
1532184.75,-311094.84375,1164103.25,1
3139055.0,175676.421875,-1544506.625,1
380399.875,-1866055.625,2748575.75,1
1787062.375,251925.796875,1607893.625,1
921796.25,29146.267578125,-401850.875,1
-299607.5625,-48984.60546875,1902760.5,1
1876439.625,443296.9375,1778146.125,1
704304.25,267355.5625,186966.5,1
538754.875,58492.67578125,-2337370.25,1
120030.4765625,86320.203125,-1587448.375,1
3390459.25,252692.390625,-530977.3125,1
1310998.75,1139567.375,1844983.375,1
3058690.5,-406557.3125,-184753.09375,1
2114426.0,144182.046875,307618.71875,1
-228222.296875,273989.90625,2877685.25,1
599344.0625,-360337.59375,1575139.625,1
1124758.125,-193049.296875,1962144.75,1
2168067.0,66772.953125,-2208012.25,1
2182186.0,-85914.828125,2043694.5,1
2406252.5,-20997.3984375,-1946772.25,1
3381379.75,293368.53125,112533.640625,1
-293930.28125,573348.5625,133733.671875,1
1572821.0,166374.375,60083.94921875,1
2567457.75,219050.546875,1903615.375,1
476673.40625,191574.328125,2809110.25,1
356475.71875,-491874.875,176902.421875,1
3146703.75,-27424.302734375,781006.5625,1
2695396.5,94645.59375,-883296.5625,1
454499.96875,484686.8125,891412.875,1
1458844.5,569479.625,2313894.5,1
2728733.0,1080915.0,1431314.375,1
2208988.75,-216947.890625,320622.59375,1
1998928.375,215673.5625,-147528.71875,1
2876172.0,-26033.158203125,477315.03125,1
709922.1875,564729.0625,-1174439.375,1
3380253.75,-26776.201171875,-765847.0625,1
1661278.125,-20921.048828125,1759649.625,1
1291428.375,-195104.859375,1107605.5,1
2629705.75,342373.1875,-1236316.5,1
1909664.125,492036.875,170812.921875,1
1178679.125,155263.90625,141224.640625,1
2064385.5,-851650.875,1859387.625,1
1156481.875,4248.859375,-1931893.0,1
3007497.25,-138246.28125,505475.15625,1
1474977.5,21904.4375,-200591.46875,1
972700.5,21668.50390625,-735938.625,1
1905155.5,55718.64453125,696367.5625,1
1987600.625,488090.5625,76937.6796875,1
2869626.5,570632.0625,1663636.125,1
288281.9375,-144452.171875,3146554.0,1
2153339.5,327917.21875,1125769.0,1
1774472.375,-386547.875,-1983317.875,1
1609918.375,537915.5625,3004262.75,1
2997762.5,-664216.3125,-501938.59375,1
3086731.25,-578508.5,710913.0625,1
1125989.125,70016.0703125,3014468.75,1
2658988.5,671863.4375,-394378.84375,1
2047839.75,832691.9375,2069585.75,1
2830422.0,300997.375,1316692.5,1
2528978.0,313163.9375,1605337.875,1
1455087.875,-95601.3828125,-1834293.375,1
1362718.875,516560.71875,1221185.0,1
2542938.0,39268.796875,653728.625,1
-275768.1875,-29801.130859375,2245890.25,1
2305885.25,352496.6875,1402726.625,1
2609165.25,643029.5625,-1154271.0,1
681145.125,-761458.1875,2225970.0,1
2279632.0,-76032.90625,-1896897.875,1
1255461.625,-422192.46875,1820109.25,1
968140.5,-943222.0,-849507.375,1
1129871.5,168045.125,2164259.5,1
924120.875,1081467.75,-594793.0,1
2826030.25,-85846.453125,79959.4140625,1
2005572.375,253007.03125,-807116.0625,1
1899122.75,424975.59375,1432244.5,1
2740488.0,-461432.0,-375747.0,1
494573.75,-223158.234375,-996211.9375,1
3153590.25,274575.25,1427473.5,1
2712391.5,-147520.6875,-1006988.8125,1
2327860.25,-191240.890625,720108.4375,1
893489.0,74613.2421875,2245033.75,1
1690071.5,802109.8125,2798440.5,1
3401649.25,350132.125,559416.25,1
1858881.5,3989.2646484375,1552740.875,1
2495072.75,1631702.625,1518476.875,1
2133158.25,-108449.2578125,757081.125,1
1815070.875,-37405.3125,-1074319.75,1
2014239.75,660728.875,-785650.1875,1
2468475.5,164421.40625,-846837.25,1
2149591.75,-1360616.5,380232.5625,1
1955074.5,-198590.4375,-969455.5,1
2989101.25,147209.8125,-1711842.75,1
2671232.0,6708.5283203125,-1770134.375,1
2754829.5,655311.5,1928982.875,1
2934653.5,201272.34375,-248006.125,1
1176550.125,60887.234375,-536120.5,1
3094547.25,-13249.2744140625,-1646808.125,1
2268387.25,-136084.765625,2120877.0,1
1382135.625,542274.125,-1177603.625,1
1628540.5,410009.53125,952454.1875,1
3020766.0,104766.5390625,-138541.546875,1
2268687.5,-250171.8125,-1464725.875,1
3234546.25,-139609.046875,-370491.28125,1
-146066.40625,423832.625,1436931.5,1
2337999.5,-109807.9375,-737294.3125,1
955296.9375,-885687.5,3222934.25,1
-168310.671875,-959374.9375,3374115.0,1
2369410.75,98069.0859375,-2482990.0,1
2304147.0,273203.875,-1589321.625,1
3307129.5,-89837.0,-307286.625,1
2473496.5,400927.90625,-1080307.0,1
2666927.75,-68071.7734375,-1891898.875,1
2217372.0,913941.25,1327478.0,1
3019190.25,123289.90625,1382233.25,1
756475.125,228071.296875,379199.4375,1
527686.0,423488.5625,106797.53125,1
1953800.5,8625.1767578125,1063485.25,1
-316922.5625,243391.734375,-72401.421875,1
2849618.5,-8523.4375,574591.75,1
1995063.625,-792540.9375,2085327.5,1
1816427.625,39746.6328125,655453.0625,1
1480058.875,-640924.9375,772193.4375,1
1712993.0,200557.296875,1616103.25,1
2894529.5,10535.72265625,817523.875,1
2356812.0,-38640.56640625,-1644730.375,1
2096652.25,-195663.890625,2594951.0,1
1594410.875,40695.06640625,-3012909.5,1
57083.796875,-7208.26171875,-2877072.0,1
-539977.0625,791510.375,1357960.5,1
1626098.875,115001.8359375,-1927529.875,1
2770963.25,116692.4921875,1906745.375,1
2662335.5,40241.91796875,-1364218.625,1
1928024.75,-220552.484375,251366.84375,1
1766684.75,-635251.875,850030.0,1
3395601.75,148293.765625,-407205.40625,1
2141685.75,83519.7265625,-1727394.5,1
1877543.375,-38534.2734375,-483330.875,1
955880.125,185887.09375,-1475299.5,1
2338688.5,-655088.6875,-602083.875,1
2607556.0,24712.4375,318584.78125,1
1745509.75,-216425.109375,-2408147.25,1
2618437.75,-330099.25,1839441.625,1
3050154.5,641489.4375,-1176781.375,1
652088.0625,-127531.15625,-643962.9375,1
2128223.0,21125.947265625,-1934118.125,1
2152005.5,131304.015625,-2423000.0,1
1737102.875,-112078.3984375,-1943023.75,1
1435990.0,421776.3125,-2258908.25,1
1294422.375,452680.5625,2522308.75,1
362907.25,-51707.328125,-2260087.5,1
-1432611.125,-785232.5625,1042230.125,1
2026732.75,-42834.83203125,1585053.25,1
-627392.4375,-850410.3125,3152758.0,1
2383935.5,381023.03125,1154011.25,1
1787723.625,636049.3125,552831.0,1
3374419.0,194437.4375,-971774.25,1
1695740.0,-368701.65625,1078262.125,1
873235.9375,2783.9912109375,-1684317.625,1
2298097.75,593548.4375,-2167650.75,1
-1935110.0,-360509.0625,2167070.75,1
2402578.75,1593117.75,961930.9375,1
1156753.5,318341.09375,-2469316.5,1
2764567.25,-709891.5,-1064852.375,1
1847573.375,95938.421875,-2729572.5,1
1964750.5,-644891.75,676076.5,1
1516544.0,-1403674.375,1995784.25,1
2966472.0,-91475.8828125,-239232.03125,1
3183572.5,197826.25,865723.1875,1
1896841.125,-105143.0078125,146057.0625,1
210024.0,68023.7578125,659789.8125,1
2485359.25,879789.875,1924094.125,1
107767.3359375,-54780.73046875,-181540.90625,1
2446019.0,362351.9375,1194584.5,1
3039758.0,-402289.25,650568.75,1
1106479.375,65433.046875,-2655093.25,1
-25754.94921875,-698395.6875,3312676.5,1
1790026.25,-73556.46875,-1176625.125,1
2115385.5,887184.0,-1209768.125,1
842534.875,133710.234375,1683861.25,1
1895735.875,-380346.71875,-2239670.5,1
1778879.0,36410.63671875,3004393.25,1
2967111.5,-103480.28125,1148419.0,1
2015239.875,1360969.875,944640.9375,1
521208.71875,1207900.5,2831204.0,1
1508627.875,114496.65625,3126435.0,1
1003384.6875,709828.375,1488376.875,1
2968714.75,-527600.5625,-1173462.625,1
2422305.75,-816490.875,1845445.75,1
3007667.5,341369.90625,1714718.875,1
3393664.75,247007.75,-639896.5,1
3390384.25,129509.65625,236971.640625,1
1521162.75,260964.796875,1485847.625,1
1711711.875,101700.828125,-2133906.75,1
1250755.25,-130946.9296875,-64229.42578125,1
2607565.5,198577.359375,-2020281.125,1
2318420.25,-24446.642578125,-481217.125,1
656312.0625,172340.53125,-278482.28125,1
3286453.25,36847.87890625,-520796.375,1
2265626.75,612370.3125,-2437173.0,1
2457580.0,188443.828125,2537001.25,1
2391759.25,130835.7734375,-1987115.375,1
35237.5703125,-219377.84375,-771198.8125,1
86669.6171875,27195.130859375,1209304.625,1
1234206.75,-41760.00390625,1459757.375,1
392975.9375,52289.20703125,-2493816.0,1
1271912.125,449344.84375,2066090.25,1
377919.75,-105137.796875,-2936389.25,1
1055434.5,3204446.0,887838.4375,1
1798058.625,-454436.875,1803219.0,1
2212050.5,-445193.46875,88429.734375,1
1855559.25,620263.0625,1200127.375,1
1481196.375,435514.34375,553538.0625,1
647092.1875,178323.65625,288683.0625,1
1740477.875,-426961.625,1419340.0,1
1505723.375,287789.5625,840055.1875,1
308714.15625,-348699.21875,268994.09375,1
1341783.25,1944811.5,1431965.25,1
1672548.875,193509.375,-3094616.0,1
2992067.0,-58315.6015625,-646307.25,1
1322465.75,267674.8125,-12470.4814453125,1
1957843.75,261454.25,-1191616.625,1
2969981.25,627005.125,258109.078125,1
1086505.875,-111510.8203125,-529177.5,1
-942051.5,167447.875,2209820.25,1
1259799.875,740462.75,3068911.25,1
588212.3125,183006.171875,823399.25,1
876809.6875,-78789.34375,-477060.71875,1
2538512.75,321634.9375,-2255277.5,1
1547373.125,-289918.4375,-2945528.5,1
2688677.5,-263.7177429199219,-2232111.25,1
1578407.625,-25555.75,-2737175.25,1
3325608.0,620574.875,518184.75,1
1638652.875,227452.078125,97536.578125,1
3139650.75,-212614.34375,-623926.625,1
2811338.75,-268465.625,1343740.375,1
2027639.875,-976404.5625,304821.875,1
2649429.5,180615.34375,-2004456.375,1
1337733.375,44831.75,-2659110.5,1
1676555.0,592910.125,935046.625,1
2237418.0,482679.03125,-543308.3125,1
2349046.0,338523.125,-2608.089111328125,1
2220928.75,2554917.0,797434.4375,1
1577937.625,487536.5625,106581.5703125,1
1248371.875,-173168.828125,-62881.73046875,1
2502511.75,259463.515625,-1892957.375,1
-90730.5703125,228928.375,-1605322.25,1
2680989.25,247233.921875,1088719.25,1
2265160.0,30269.048828125,380641.1875,1
3249224.75,131295.109375,-848408.25,1
2854291.75,552451.75,-277032.625,1
2590056.75,962939.375,-204261.0625,1
72379.7109375,68820.90625,1614240.0,1
2545176.25,-68258.3984375,-1084016.625,1
2623908.0,464192.5625,-645661.75,1
2742237.5,170514.734375,-1848933.0,1
493539.3125,-42398.3203125,2456903.5,1
2179811.25,-75348.078125,-401158.40625,1
2207127.0,-277220.15625,670214.3125,1
-338682.375,-328248.65625,2281979.5,1
3069721.75,-15901.28125,1124604.125,1
1153094.875,351582.28125,-710400.5,1
1766457.75,217591.15625,-1783476.375,1
-62315.94140625,890962.4375,239952.5625,1
2166614.0,569186.5,-78193.7265625,1
1314958.375,-304110.65625,2013941.625,1
1064037.75,-448430.34375,-1185873.125,1
-619006.5,-1612176.875,2355415.25,1
1260409.875,502383.59375,-64515.046875,1
2199387.25,170305.65625,-2204336.5,1
1024226.375,451149.34375,2792219.25,1
2681737.5,185104.53125,2107453.75,1
3268397.75,-2122.42236328125,-235035.984375,1
795589.1875,14850.376953125,80932.875,1
2497736.5,-81201.6171875,320676.1875,1
3119637.5,393481.5,-1349243.875,1
2633338.75,347042.1875,-2197424.0,1
2396343.5,-202370.9375,1896747.75,1
2371007.5,-284586.71875,1242027.125,1
1986594.625,766200.25,2033495.125,1
1636568.75,-6748.939453125,-2667944.75,1
2122756.25,-1157923.0,2232054.25,1
2767448.0,323128.40625,122510.2265625,1
427059.09375,204576.0,1792369.125,1
2500356.5,-152125.34375,1956963.625,1
167220.25,374359.0,857437.25,1
406644.15625,14663.3173828125,465014.3125,1
978902.375,164745.484375,-2720957.25,1
2634784.5,106050.8125,-528045.1875,1
3024966.25,-257277.0625,447945.65625,1
374841.96875,42434.8125,-1407656.375,1
1177576.625,-1226155.75,-78241.4453125,1
2378840.0,119806.2890625,310957.09375,1
2348675.5,16156.515625,623958.75,1
530307.0625,1053463.125,2664432.75,1
792394.375,-949366.25,1101560.625,1
2398345.75,-484783.03125,284657.53125,1
3211400.25,264449.65625,835359.4375,1
462202.65625,-136883.953125,2482317.5,1
897932.75,976671.1875,184631.59375,1
2227876.5,-202945.5,158747.109375,1
2788306.0,288767.34375,-1760693.0,1
3077357.0,-50754.9140625,541017.3125,1
1289471.375,413455.125,-1602682.75,1
2525767.5,108902.5546875,-1992163.375,1
1689502.25,834639.875,465096.0625,1
1379790.0,140179.921875,-2483523.25,1
3122877.0,255113.171875,487630.78125,1
3116038.25,-19429.34765625,-1325046.875,1
3352888.5,212213.90625,-561819.8125,1
2614018.0,218372.984375,-1572903.5,1
1368372.75,-22691.890625,-2967480.0,1
2218868.0,-435347.90625,1291689.5,1
2739184.25,-239824.5,1324923.25,1
1538417.0,945707.875,186869.59375,1
485441.0625,1249363.5,374375.875,1
716986.25,-764497.375,2104262.0,1
656875.3125,82468.0859375,230173.90625,1
3868.783447265625,349617.5625,1773280.75,1
631784.0,-18320.958984375,-1628270.875,1
423440.0,336267.96875,-927479.8125,1
1238878.5,21.072324752807617,-2959055.75,1
3443487.0,596447.0625,-439476.5625,1
2918302.75,218779.765625,460018.65625,1
3169336.75,39652.21875,-1250189.0,1
365894.53125,-270138.78125,-1329065.75,1
3416038.75,357435.375,-504306.6875,1
2640486.25,448936.84375,531613.75,1
2462478.5,-1643031.625,723556.875,1
2172679.75,-114641.359375,-2011641.5,1
1974382.25,109287.59375,-1660526.625,1
2420557.5,59243.67578125,1612004.25,1
2832277.0,-150339.375,-706325.125,1
294658.4375,14830.1552734375,-192814.65625,1
1017072.125,341746.59375,-435603.0,1
433721.03125,322264.4375,-1567113.125,1
3319335.0,360427.59375,-383717.59375,1
2219511.25,-174548.59375,95948.3671875,1
1437979.625,848083.6875,-1022064.9375,1
2932337.25,10907.22265625,-1701087.5,1
3504164.75,172294.59375,125604.03125,1
2863309.0,570942.5625,557209.3125,1
2906861.5,30782.021484375,-1104023.125,1
2228169.75,-1598358.25,1168079.0,1
2276402.0,249788.734375,-118109.5390625,1
594748.5,-114885.015625,-1446113.375,1
3337642.0,605535.3125,-578309.75,1
2574386.5,-90346.3671875,1435753.375,1
1965063.75,-549508.9375,-99769.1484375,1
2098242.0,266058.0,2183207.0,1
1885287.625,272266.8125,-2814945.75,1
2091064.5,115004.640625,-1556729.375,1
1785064.0,305172.4375,2250404.75,1
2883619.25,-121858.0078125,617633.0,1
2977080.25,323240.28125,-780981.0,1
1608608.875,270998.375,-2045374.5,1
2186126.25,449508.125,294570.0,1
2456788.0,-10711.318359375,-853802.8125,1
2023833.375,350374.90625,-668438.3125,1
797869.125,-63720.40234375,-2877742.75,1
1255320.0,-77762.3828125,-2069923.5,1
1031905.875,2950171.75,1039553.5,1
852492.375,84990.640625,-1498895.0,1
1546057.875,-31061.640625,3115440.75,1
2340560.5,407862.46875,-2069922.375,1
-1735927.125,2102361.5,361223.3125,1
3062416.75,367717.4375,915982.4375,1
1022193.0625,245430.75,-2779206.0,1
1254285.625,-148951.3125,-1168577.0,1
2876876.5,348952.6875,-609755.0625,1
1509492.875,1505763.625,2778508.75,1
3158804.5,-202586.78125,-230256.6875,1
2018858.5,84795.4375,-2094013.75,1
2657609.25,194483.484375,480919.03125,1
672269.625,-112813.359375,-980899.875,1
2245258.0,-12272.248046875,-2091270.75,1
3088876.5,-249885.5,1500964.375,1
3337587.5,436146.9375,-811356.1875,1
3152931.5,166504.0,-1317139.625,1
-14369.568359375,308618.0625,-1134464.0,1
2450271.5,-114688.859375,-48179.40234375,1
3417282.25,164782.8125,-538164.0,1
946841.625,199033.421875,-2983736.5,1
2086479.25,195266.515625,462520.75,1
2447127.25,1414891.125,1807658.75,1
1489970.125,536557.375,-685779.125,1
1955366.25,-44310.56640625,-1483968.0,1
3004510.25,-106871.7890625,-84345.234375,1
3438460.0,292296.875,-548711.125,1
3136532.75,102886.671875,-241426.578125,1
1459866.375,330088.125,2715277.75,1
3363839.0,608334.25,317209.53125,1
2674497.25,420149.65625,-1292728.0,1
1874738.875,125575.8359375,-2254311.75,1
1280483.875,-395048.09375,654181.0625,1
437143.96875,-881513.9375,-1577267.125,1
1822503.375,217409.15625,-2929039.0,1
846943.625,243856.078125,-825634.625,1
2585319.75,276997.96875,-1755889.875,1
3072097.75,817427.875,-950358.3125,1
1833620.375,20526.90234375,-2605030.5,1
-757865.1875,254335.140625,19796.44921875,1
335945.125,367388.03125,-1538501.375,1
2307240.0,377925.0,647821.5,1
-1123021.125,-28896.54296875,2338769.25,1
635430.375,-1158269.5,2141030.5,1
193047.578125,269688.09375,-161742.984375,1
2352974.0,256301.734375,-615872.0,1
3046151.25,84471.125,-836322.375,1
706294.0,-106296.53125,1562237.875,1
2144687.75,143712.234375,-1121505.125,1
793050.0625,863420.875,2318348.0,1
608613.1875,-10990.685546875,-2974763.0,1
2931001.5,349430.03125,1641946.625,1
1384462.25,248906.0625,-1181162.0,1
3180572.0,71057.5,248485.953125,1
2604880.5,592037.8125,675502.5625,1
2334969.25,-778497.5625,1654437.0,1
2004576.75,332708.375,-1517605.75,1
1069405.25,797475.1875,2988073.5,1
22429.111328125,-347825.28125,-1876836.5,1
1708201.25,191663.59375,-21455.443359375,1
1694840.875,-585462.5625,524746.625,1
1559552.375,942809.8125,2941911.25,1
3141782.0,72558.375,-109198.59375,1
1861745.625,-175356.546875,31711.50390625,1
1416194.5,115137.5859375,-2246342.0,1
175048.265625,159898.765625,160042.640625,1
1026031.0625,16782.275390625,1895176.375,1
2806857.5,5491.3427734375,-50632.7421875,1
1925633.625,-103102.9296875,794471.375,1
1255541.25,165723.375,-2115557.25,1
1374787.625,-65900.5390625,-3080079.25,1
2641100.25,-68037.515625,1787709.125,1
1596164.0,-1649276.125,1547393.125,1
2858425.75,-178661.09375,1264085.875,1
3074350.0,97922.3359375,1548460.125,1
2725147.75,164587.125,1552784.375,1
1617044.5,67333.171875,-1205996.375,1
1727674.0,-1097256.875,925740.0,1
1272309.375,201393.296875,-2506323.25,1
2375324.5,-928379.5,2359345.5,1
2320485.75,592514.0,-703095.5,1
1733715.125,677403.75,333584.46875,1
949982.3125,53083.6328125,-1861984.0,1
1132808.375,405252.15625,-1533537.0,1
1968092.875,27718.62890625,65971.1328125,1
1177375.5,109346.25,632061.75,1
1235077.375,-435626.875,2558167.25,1
383201.0,261527.84375,1147343.625,1
2851817.5,-1291436.875,-315312.0,1
2289373.75,136018.890625,1635410.875,1
2018384.875,236228.40625,2487993.5,1
1249621.5,466613.65625,2913093.25,1
674846.4375,234257.4375,150053.953125,1
3241863.75,-159275.78125,830026.25,1
1041132.0,-455435.71875,-2385644.0,1
2600305.5,111447.34375,1363134.625,1
1303876.75,-245710.5,-1900148.125,1
1336691.25,-37294.02734375,2894786.5,1
1801936.75,1119226.875,1168660.25,1
1759838.125,91955.890625,-2998560.5,1
1516664.375,350431.84375,2412126.25,1
2859231.0,-305515.0625,223210.46875,1
2023762.625,445165.25,-1748692.875,1
2863335.5,168851.484375,-1756209.625,1
2072175.75,38664.69140625,-1897370.125,1
3404182.75,443001.3125,235459.25,1
1155796.375,353352.5625,-1966518.875,1
